X,region,time,mean,ll,ul,country,variant
436,Wales,22/12/2022,0,0,0,Wales,ctnot4not7
437,Wales,23/12/2022,0,0,0,Wales,ctnot4not7
438,Wales,24/12/2022,0,0,0,Wales,ctnot4not7
439,Wales,25/12/2022,0,0,0,Wales,ctnot4not7
440,Wales,26/12/2022,0,0,0,Wales,ctnot4not7
441,Wales,27/12/2022,0,0,0,Wales,ctnot4not7
442,Wales,28/12/2022,0,0,0,Wales,ctnot4not7
443,Wales,29/12/2022,0,0,0,Wales,ctnot4not7
444,Wales,30/12/2022,0,0,0,Wales,ctnot4not7
445,Wales,31/12/2022,0,0,0,Wales,ctnot4not7
446,Wales,01/01/2023,0,0,0,Wales,ctnot4not7
447,Wales,02/01/2023,0,0,0,Wales,ctnot4not7
448,Wales,03/01/2023,0,0,0,Wales,ctnot4not7
449,Scotland,09/11/2022,0,0,0,Scotland,ctall
450,Scotland,10/11/2022,0,0,0,Scotland,ctall
451,Scotland,11/11/2022,0,0,0,Scotland,ctall
452,Scotland,12/11/2022,0,0,0,Scotland,ctall
453,Scotland,13/11/2022,0,0,0,Scotland,ctall
454,Scotland,14/11/2022,0,0,0,Scotland,ctall
455,Scotland,15/11/2022,0,0,0,Scotland,ctall
456,Scotland,16/11/2022,0,0,0,Scotland,ctall
457,Scotland,17/11/2022,0,0,0,Scotland,ctall
458,Scotland,18/11/2022,0,0,0,Scotland,ctall
459,Scotland,19/11/2022,0,0,0,Scotland,ctall
460,Scotland,20/11/2022,0,0,0,Scotland,ctall
461,Scotland,21/11/2022,0,0,0,Scotland,ctall
462,Scotland,22/11/2022,0,0,0,Scotland,ctall
463,Scotland,23/11/2022,0,0,0,Scotland,ctall
464,Scotland,24/11/2022,0,0,0,Scotland,ctall
465,Scotland,25/11/2022,0,0,0,Scotland,ctall
466,Scotland,26/11/2022,0,0,0,Scotland,ctall
467,Scotland,27/11/2022,0,0,0,Scotland,ctall
468,Scotland,28/11/2022,0,0,0,Scotland,ctall
469,Scotland,29/11/2022,0,0,0,Scotland,ctall
470,Scotland,30/11/2022,0,0,0,Scotland,ctall
471,Scotland,01/12/2022,0,0,0,Scotland,ctall
472,Scotland,02/12/2022,0,0,0,Scotland,ctall
473,Scotland,03/12/2022,0,0,0,Scotland,ctall
474,Scotland,04/12/2022,0,0,0,Scotland,ctall
475,Scotland,05/12/2022,0,0,0,Scotland,ctall
476,Scotland,06/12/2022,0,0,0,Scotland,ctall
477,Scotland,07/12/2022,0,0,0,Scotland,ctall
478,Scotland,08/12/2022,0,0,0,Scotland,ctall
479,Scotland,09/12/2022,0,0,0,Scotland,ctall
480,Scotland,10/12/2022,0,0,0,Scotland,ctall
481,Scotland,11/12/2022,0,0,0,Scotland,ctall
482,Scotland,12/12/2022,0,0,0,Scotland,ctall
483,Scotland,13/12/2022,0,0,0,Scotland,ctall
484,Scotland,14/12/2022,0,0,0,Scotland,ctall
485,Scotland,15/12/2022,0,0,0,Scotland,ctall
486,Scotland,16/12/2022,0,0,0,Scotland,ctall
487,Scotland,17/12/2022,0,0,0,Scotland,ctall
488,Scotland,18/12/2022,0,0,0,Scotland,ctall
489,Scotland,19/12/2022,0,0,0,Scotland,ctall
490,Scotland,20/12/2022,0,0,0,Scotland,ctall
491,Scotland,21/12/2022,0,0,0,Scotland,ctall
492,Scotland,22/12/2022,0,0,0,Scotland,ctall
493,Scotland,23/12/2022,0,0,0,Scotland,ctall
494,Scotland,24/12/2022,0,0,0,Scotland,ctall
495,Scotland,25/12/2022,0,0,0,Scotland,ctall
496,Scotland,26/12/2022,0,0,0,Scotland,ctall
497,Scotland,27/12/2022,0,0,0,Scotland,ctall
498,Scotland,28/12/2022,0,0,0,Scotland,ctall
499,Scotland,29/12/2022,0,0,0,Scotland,ctall
500,Scotland,30/12/2022,0,0,0,Scotland,ctall
501,Scotland,31/12/2022,0,0,0,Scotland,ctall
502,Scotland,01/01/2023,0,0,0,Scotland,ctall
503,Scotland,02/01/2023,0,0,0,Scotland,ctall
504,Scotland,03/01/2023,0,0,0,Scotland,ctall
505,Scotland,09/11/2022,0,0,0,Scotland,ct4
506,Scotland,10/11/2022,0,0,0,Scotland,ct4
507,Scotland,11/11/2022,0,0,0,Scotland,ct4
508,Scotland,12/11/2022,0,0,0,Scotland,ct4
509,Scotland,13/11/2022,0,0,0,Scotland,ct4
510,Scotland,14/11/2022,0,0,0,Scotland,ct4
511,Scotland,15/11/2022,0,0,0,Scotland,ct4
512,Scotland,16/11/2022,0,0,0,Scotland,ct4
513,Scotland,17/11/2022,0,0,0,Scotland,ct4
514,Scotland,18/11/2022,0,0,0,Scotland,ct4
515,Scotland,19/11/2022,0,0,0,Scotland,ct4
516,Scotland,20/11/2022,0,0,0,Scotland,ct4
517,Scotland,21/11/2022,0,0,0,Scotland,ct4
518,Scotland,22/11/2022,0,0,0,Scotland,ct4
519,Scotland,23/11/2022,0,0,0,Scotland,ct4
520,Scotland,24/11/2022,0,0,0,Scotland,ct4
521,Scotland,25/11/2022,0,0,0,Scotland,ct4
522,Scotland,26/11/2022,0,0,0,Scotland,ct4
523,Scotland,27/11/2022,0,0,0,Scotland,ct4
524,Scotland,28/11/2022,0,0,0,Scotland,ct4
525,Scotland,29/11/2022,0,0,0,Scotland,ct4
526,Scotland,30/11/2022,0,0,0,Scotland,ct4
527,Scotland,01/12/2022,0,0,0,Scotland,ct4
528,Scotland,02/12/2022,0,0,0,Scotland,ct4
529,Scotland,03/12/2022,0,0,0,Scotland,ct4
530,Scotland,04/12/2022,0,0,0,Scotland,ct4
531,Scotland,05/12/2022,0,0,0,Scotland,ct4
532,Scotland,06/12/2022,0,0,0,Scotland,ct4
533,Scotland,07/12/2022,0,0,0,Scotland,ct4
534,Scotland,08/12/2022,0,0,0,Scotland,ct4
535,Scotland,09/12/2022,0,0,0,Scotland,ct4
536,Scotland,10/12/2022,0,0,0,Scotland,ct4
537,Scotland,11/12/2022,0,0,0,Scotland,ct4
538,Scotland,12/12/2022,0,0,0,Scotland,ct4
539,Scotland,13/12/2022,0,0,0,Scotland,ct4
540,Scotland,14/12/2022,0,0,0,Scotland,ct4
541,Scotland,15/12/2022,0,0,0,Scotland,ct4
542,Scotland,16/12/2022,0,0,0,Scotland,ct4
543,Scotland,17/12/2022,0,0,0,Scotland,ct4
544,Scotland,18/12/2022,0,0,0,Scotland,ct4
545,Scotland,19/12/2022,0,0,0,Scotland,ct4
546,Scotland,20/12/2022,0,0,0,Scotland,ct4
547,Scotland,21/12/2022,0,0,0,Scotland,ct4
548,Scotland,22/12/2022,0,0,0,Scotland,ct4
549,Scotland,23/12/2022,0,0,0,Scotland,ct4
550,Scotland,24/12/2022,0,0,0,Scotland,ct4
551,Scotland,25/12/2022,0,0,0,Scotland,ct4
552,Scotland,26/12/2022,0,0,0,Scotland,ct4
553,Scotland,27/12/2022,0,0,0,Scotland,ct4
554,Scotland,28/12/2022,0,0,0,Scotland,ct4
555,Scotland,29/12/2022,0,0,0,Scotland,ct4
556,Scotland,30/12/2022,0,0,0,Scotland,ct4
557,Scotland,31/12/2022,0,0,0,Scotland,ct4
558,Scotland,01/01/2023,0,0,0,Scotland,ct4
559,Scotland,02/01/2023,0,0,0,Scotland,ct4
560,Scotland,03/01/2023,0,0,0,Scotland,ct4
561,Scotland,09/11/2022,0,0,0,Scotland,ct7
562,Scotland,10/11/2022,0,0,0,Scotland,ct7
563,Scotland,11/11/2022,0,0,0,Scotland,ct7
564,Scotland,12/11/2022,0,0,0,Scotland,ct7
565,Scotland,13/11/2022,0,0,0,Scotland,ct7
566,Scotland,14/11/2022,0,0,0,Scotland,ct7
567,Scotland,15/11/2022,0,0,0,Scotland,ct7
568,Scotland,16/11/2022,0,0,0,Scotland,ct7
569,Scotland,17/11/2022,0,0,0,Scotland,ct7
570,Scotland,18/11/2022,0,0,0,Scotland,ct7
571,Scotland,19/11/2022,0,0,0,Scotland,ct7
572,Scotland,20/11/2022,0,0,0,Scotland,ct7
573,Scotland,21/11/2022,0,0,0,Scotland,ct7
574,Scotland,22/11/2022,0,0,0,Scotland,ct7
575,Scotland,23/11/2022,0,0,0,Scotland,ct7
576,Scotland,24/11/2022,0,0,0,Scotland,ct7
577,Scotland,25/11/2022,0,0,0,Scotland,ct7
578,Scotland,26/11/2022,0,0,0,Scotland,ct7
579,Scotland,27/11/2022,0,0,0,Scotland,ct7
580,Scotland,28/11/2022,0,0,0,Scotland,ct7
581,Scotland,29/11/2022,0,0,0,Scotland,ct7
582,Scotland,30/11/2022,0,0,0,Scotland,ct7
583,Scotland,01/12/2022,0,0,0,Scotland,ct7
584,Scotland,02/12/2022,0,0,0,Scotland,ct7
585,Scotland,03/12/2022,0,0,0,Scotland,ct7
586,Scotland,04/12/2022,0,0,0,Scotland,ct7
587,Scotland,05/12/2022,0,0,0,Scotland,ct7
588,Scotland,06/12/2022,0,0,0,Scotland,ct7
589,Scotland,07/12/2022,0,0,0,Scotland,ct7
590,Scotland,08/12/2022,0,0,0,Scotland,ct7
591,Scotland,09/12/2022,0,0,0,Scotland,ct7
592,Scotland,10/12/2022,0,0,0,Scotland,ct7
593,Scotland,11/12/2022,0,0,0,Scotland,ct7
594,Scotland,12/12/2022,0,0,0,Scotland,ct7
595,Scotland,13/12/2022,0,0,0,Scotland,ct7
596,Scotland,14/12/2022,0,0,0,Scotland,ct7
597,Scotland,15/12/2022,0,0,0,Scotland,ct7
598,Scotland,16/12/2022,0,0,0,Scotland,ct7
599,Scotland,17/12/2022,0,0,0,Scotland,ct7
600,Scotland,18/12/2022,0,0,0,Scotland,ct7
601,Scotland,19/12/2022,0,0,0,Scotland,ct7
602,Scotland,20/12/2022,0,0,0,Scotland,ct7
603,Scotland,21/12/2022,0,0,0,Scotland,ct7
604,Scotland,22/12/2022,0,0,0,Scotland,ct7
605,Scotland,23/12/2022,0,0,0,Scotland,ct7
606,Scotland,24/12/2022,0,0,0,Scotland,ct7
607,Scotland,25/12/2022,0,0,0,Scotland,ct7
608,Scotland,26/12/2022,0,0,0,Scotland,ct7
609,Scotland,27/12/2022,0,0,0,Scotland,ct7
610,Scotland,28/12/2022,0,0,0,Scotland,ct7
611,Scotland,29/12/2022,0,0,0,Scotland,ct7
612,Scotland,30/12/2022,0,0,0,Scotland,ct7
613,Scotland,31/12/2022,0,0,0,Scotland,ct7
614,Scotland,01/01/2023,0,0,0,Scotland,ct7
615,Scotland,02/01/2023,0,0,0,Scotland,ct7
616,Scotland,03/01/2023,0,0,0,Scotland,ct7
617,Scotland,09/11/2022,0,0,0,Scotland,ctnot4not7
618,Scotland,10/11/2022,0,0,0,Scotland,ctnot4not7
619,Scotland,11/11/2022,0,0,0,Scotland,ctnot4not7
620,Scotland,12/11/2022,0,0,0,Scotland,ctnot4not7
621,Scotland,13/11/2022,0,0,0,Scotland,ctnot4not7
622,Scotland,14/11/2022,0,0,0,Scotland,ctnot4not7
623,Scotland,15/11/2022,0,0,0,Scotland,ctnot4not7
624,Scotland,16/11/2022,0,0,0,Scotland,ctnot4not7
625,Scotland,17/11/2022,0,0,0,Scotland,ctnot4not7
626,Scotland,18/11/2022,0,0,0,Scotland,ctnot4not7
627,Scotland,19/11/2022,0,0,0,Scotland,ctnot4not7
628,Scotland,20/11/2022,0,0,0,Scotland,ctnot4not7
629,Scotland,21/11/2022,0,0,0,Scotland,ctnot4not7
630,Scotland,22/11/2022,0,0,0,Scotland,ctnot4not7
631,Scotland,23/11/2022,0,0,0,Scotland,ctnot4not7
632,Scotland,24/11/2022,0,0,0,Scotland,ctnot4not7
633,Scotland,25/11/2022,0,0,0,Scotland,ctnot4not7
634,Scotland,26/11/2022,0,0,0,Scotland,ctnot4not7
635,Scotland,27/11/2022,0,0,0,Scotland,ctnot4not7
636,Scotland,28/11/2022,0,0,0,Scotland,ctnot4not7
637,Scotland,29/11/2022,0,0,0,Scotland,ctnot4not7
638,Scotland,30/11/2022,0,0,0,Scotland,ctnot4not7
639,Scotland,01/12/2022,0,0,0,Scotland,ctnot4not7
640,Scotland,02/12/2022,0,0,0,Scotland,ctnot4not7
641,Scotland,03/12/2022,0,0,0,Scotland,ctnot4not7
642,Scotland,04/12/2022,0,0,0,Scotland,ctnot4not7
643,Scotland,05/12/2022,0,0,0,Scotland,ctnot4not7
644,Scotland,06/12/2022,0,0,0,Scotland,ctnot4not7
645,Scotland,07/12/2022,0,0,0,Scotland,ctnot4not7
646,Scotland,08/12/2022,0,0,0,Scotland,ctnot4not7
647,Scotland,09/12/2022,0,0,0,Scotland,ctnot4not7
648,Scotland,10/12/2022,0,0,0,Scotland,ctnot4not7
649,Scotland,11/12/2022,0,0,0,Scotland,ctnot4not7
650,Scotland,12/12/2022,0,0,0,Scotland,ctnot4not7
651,Scotland,13/12/2022,0,0,0,Scotland,ctnot4not7
652,Scotland,14/12/2022,0,0,0,Scotland,ctnot4not7
653,Scotland,15/12/2022,0,0,0,Scotland,ctnot4not7
654,Scotland,16/12/2022,0,0,0,Scotland,ctnot4not7
655,Scotland,17/12/2022,0,0,0,Scotland,ctnot4not7
656,Scotland,18/12/2022,0,0,0,Scotland,ctnot4not7
657,Scotland,19/12/2022,0,0,0,Scotland,ctnot4not7
658,Scotland,20/12/2022,0,0,0,Scotland,ctnot4not7
659,Scotland,21/12/2022,0,0,0,Scotland,ctnot4not7
660,Scotland,22/12/2022,0,0,0,Scotland,ctnot4not7
661,Scotland,23/12/2022,0,0,0,Scotland,ctnot4not7
662,Scotland,24/12/2022,0,0,0,Scotland,ctnot4not7
663,Scotland,25/12/2022,0,0,0,Scotland,ctnot4not7
664,Scotland,26/12/2022,0,0,0,Scotland,ctnot4not7
665,Scotland,27/12/2022,0,0,0,Scotland,ctnot4not7
666,Scotland,28/12/2022,0,0,0,Scotland,ctnot4not7
667,Scotland,29/12/2022,0,0,0,Scotland,ctnot4not7
668,Scotland,30/12/2022,0,0,0,Scotland,ctnot4not7
669,Scotland,31/12/2022,0,0,0,Scotland,ctnot4not7
670,Scotland,01/01/2023,0,0,0,Scotland,ctnot4not7
671,Scotland,02/01/2023,0,0,0,Scotland,ctnot4not7
672,Scotland,03/01/2023,0,0,0,Scotland,ctnot4not7
673,England,16/11/2022,0,0,0,England,ctall
674,England,17/11/2022,0,0,0,England,ctall
675,England,18/11/2022,0,0,0,England,ctall
676,England,19/11/2022,0,0,0,England,ctall
677,England,20/11/2022,0,0,0,England,ctall
678,England,21/11/2022,0,0,0,England,ctall
679,England,22/11/2022,0,0,0,England,ctall
680,England,23/11/2022,0,0,0,England,ctall
681,England,24/11/2022,0,0,0,England,ctall
682,England,25/11/2022,0,0,0,England,ctall
683,England,26/11/2022,0,0,0,England,ctall
684,England,27/11/2022,0,0,0,England,ctall
685,England,28/11/2022,0,0,0,England,ctall
686,England,29/11/2022,0,0,0,England,ctall
687,England,30/11/2022,0,0,0,England,ctall
688,England,01/12/2022,0,0,0,England,ctall
689,England,02/12/2022,0,0,0,England,ctall
690,England,03/12/2022,0,0,0,England,ctall
691,England,04/12/2022,0,0,0,England,ctall
692,England,05/12/2022,0,0,0,England,ctall
693,England,06/12/2022,0,0,0,England,ctall
694,England,07/12/2022,0,0,0,England,ctall
695,England,08/12/2022,0,0,0,England,ctall
696,England,09/12/2022,0,0,0,England,ctall
697,England,10/12/2022,0,0,0,England,ctall
698,England,11/12/2022,0,0,0,England,ctall
699,England,12/12/2022,0,0,0,England,ctall
700,England,13/12/2022,0,0,0,England,ctall
701,England,14/12/2022,0,0,0,England,ctall
702,England,15/12/2022,0,0,0,England,ctall
703,England,16/12/2022,0,0,0,England,ctall
704,England,17/12/2022,0,0,0,England,ctall
705,England,18/12/2022,0,0,0,England,ctall
706,England,19/12/2022,0,0,0,England,ctall
707,England,20/12/2022,0,0,0,England,ctall
708,England,21/12/2022,0,0,0,England,ctall
709,England,22/12/2022,0,0,0,England,ctall
710,England,23/12/2022,0,0,0,England,ctall
711,England,24/12/2022,0,0,0,England,ctall
712,England,25/12/2022,0,0,0,England,ctall
713,England,26/12/2022,0,0,0,England,ctall
714,England,27/12/2022,0,0,0,England,ctall
715,England,28/12/2022,0,0,0,England,ctall
716,England,29/12/2022,0,0,0,England,ctall
717,England,30/12/2022,0,0,0,England,ctall
718,England,31/12/2022,0,0,0,England,ctall
719,England,01/01/2023,0,0,0,England,ctall
720,England,02/01/2023,0,0,0,England,ctall
721,England,03/01/2023,0,0,0,England,ctall
722,London,16/11/2022,0,0,0,England,ctall
723,London,17/11/2022,0,0,0,England,ctall
724,London,18/11/2022,0,0,0,England,ctall
725,London,19/11/2022,0,0,0,England,ctall
726,London,20/11/2022,0,0,0,England,ctall
727,London,21/11/2022,0,0,0,England,ctall
728,London,22/11/2022,0,0,0,England,ctall
729,London,23/11/2022,0,0,0,England,ctall
730,London,24/11/2022,0,0,0,England,ctall
731,London,25/11/2022,0,0,0,England,ctall
732,London,26/11/2022,0,0,0,England,ctall
733,London,27/11/2022,0,0,0,England,ctall
734,London,28/11/2022,0,0,0,England,ctall
735,London,29/11/2022,0,0,0,England,ctall
736,London,30/11/2022,0,0,0,England,ctall
737,London,01/12/2022,0,0,0,England,ctall
738,London,02/12/2022,0,0,0,England,ctall
739,London,03/12/2022,0,0,0,England,ctall
740,London,04/12/2022,0,0,0,England,ctall
741,London,05/12/2022,0,0,0,England,ctall
742,London,06/12/2022,0,0,0,England,ctall
743,London,07/12/2022,0,0,0,England,ctall
744,London,08/12/2022,0,0,0,England,ctall
745,London,09/12/2022,0,0,0,England,ctall
746,London,10/12/2022,0,0,0,England,ctall
747,London,11/12/2022,0,0,0,England,ctall
748,London,12/12/2022,0,0,0,England,ctall
749,London,13/12/2022,0,0,0,England,ctall
750,London,14/12/2022,0,0,0,England,ctall
751,London,15/12/2022,0,0,0,England,ctall
752,London,16/12/2022,0,0,0,England,ctall
753,London,17/12/2022,0,0,0,England,ctall
754,London,18/12/2022,0,0,0,England,ctall
755,London,19/12/2022,0,0,0,England,ctall
756,London,20/12/2022,0,0,0,England,ctall
757,London,21/12/2022,0,0,0,England,ctall
758,London,22/12/2022,0,0,0,England,ctall
759,London,23/12/2022,0,0,0,England,ctall
760,London,24/12/2022,0,0,0,England,ctall
761,London,25/12/2022,0,0,0,England,ctall
762,London,26/12/2022,0,0,0,England,ctall
763,London,27/12/2022,0,0,0,England,ctall
764,London,28/12/2022,0,0,0,England,ctall
765,London,29/12/2022,0,0,0,England,ctall
766,London,30/12/2022,0,0,0,England,ctall
767,London,31/12/2022,0,0,0,England,ctall
768,London,01/01/2023,0,0,0,England,ctall
769,London,02/01/2023,0,0,0,England,ctall
770,London,03/01/2023,0,0,0,England,ctall
771,South East,16/11/2022,0,0,0,England,ctall
772,South East,17/11/2022,0,0,0,England,ctall
773,South East,18/11/2022,0,0,0,England,ctall
774,South East,19/11/2022,0,0,0,England,ctall
775,South East,20/11/2022,0,0,0,England,ctall
776,South East,21/11/2022,0,0,0,England,ctall
777,South East,22/11/2022,0,0,0,England,ctall
778,South East,23/11/2022,0,0,0,England,ctall
779,South East,24/11/2022,0,0,0,England,ctall
780,South East,25/11/2022,0,0,0,England,ctall
781,South East,26/11/2022,0,0,0,England,ctall
782,South East,27/11/2022,0,0,0,England,ctall
783,South East,28/11/2022,0,0,0,England,ctall
784,South East,29/11/2022,0,0,0,England,ctall
785,South East,30/11/2022,0,0,0,England,ctall
786,South East,01/12/2022,0,0,0,England,ctall
787,South East,02/12/2022,0,0,0,England,ctall
788,South East,03/12/2022,0,0,0,England,ctall
789,South East,04/12/2022,0,0,0,England,ctall
790,South East,05/12/2022,0,0,0,England,ctall
791,South East,06/12/2022,0,0,0,England,ctall
792,South East,07/12/2022,0,0,0,England,ctall
793,South East,08/12/2022,0,0,0,England,ctall
794,South East,09/12/2022,0,0,0,England,ctall
795,South East,10/12/2022,0,0,0,England,ctall
796,South East,11/12/2022,0,0,0,England,ctall
797,South East,12/12/2022,0,0,0,England,ctall
798,South East,13/12/2022,0,0,0,England,ctall
799,South East,14/12/2022,0,0,0,England,ctall
800,South East,15/12/2022,0,0,0,England,ctall
801,South East,16/12/2022,0,0,0,England,ctall
802,South East,17/12/2022,0,0,0,England,ctall
803,South East,18/12/2022,0,0,0,England,ctall
804,South East,19/12/2022,0,0,0,England,ctall
805,South East,20/12/2022,0,0,0,England,ctall
806,South East,21/12/2022,0,0,0,England,ctall
807,South East,22/12/2022,0,0,0,England,ctall
808,South East,23/12/2022,0,0,0,England,ctall
809,South East,24/12/2022,0,0,0,England,ctall
810,South East,25/12/2022,0,0,0,England,ctall
811,South East,26/12/2022,0,0,0,England,ctall
812,South East,27/12/2022,0,0,0,England,ctall
813,South East,28/12/2022,0,0,0,England,ctall
814,South East,29/12/2022,0,0,0,England,ctall
815,South East,30/12/2022,0,0,0,England,ctall
816,South East,31/12/2022,0,0,0,England,ctall
817,South East,01/01/2023,0,0,0,England,ctall
818,South East,02/01/2023,0,0,0,England,ctall
819,South East,03/01/2023,0,0,0,England,ctall
820,North West,16/11/2022,0,0,0,England,ctall
821,North West,17/11/2022,0,0,0,England,ctall
822,North West,18/11/2022,0,0,0,England,ctall
823,North West,19/11/2022,0,0,0,England,ctall
824,North West,20/11/2022,0,0,0,England,ctall
825,North West,21/11/2022,0,0,0,England,ctall
826,North West,22/11/2022,0,0,0,England,ctall
827,North West,23/11/2022,0,0,0,England,ctall
828,North West,24/11/2022,0,0,0,England,ctall
829,North West,25/11/2022,0,0,0,England,ctall
830,North West,26/11/2022,0,0,0,England,ctall
831,North West,27/11/2022,0,0,0,England,ctall
832,North West,28/11/2022,0,0,0,England,ctall
833,North West,29/11/2022,0,0,0,England,ctall
834,North West,30/11/2022,0,0,0,England,ctall
835,North West,01/12/2022,0,0,0,England,ctall
836,North West,02/12/2022,0,0,0,England,ctall
837,North West,03/12/2022,0,0,0,England,ctall
838,North West,04/12/2022,0,0,0,England,ctall
839,North West,05/12/2022,0,0,0,England,ctall
840,North West,06/12/2022,0,0,0,England,ctall
841,North West,07/12/2022,0,0,0,England,ctall
842,North West,08/12/2022,0,0,0,England,ctall
843,North West,09/12/2022,0,0,0,England,ctall
844,North West,10/12/2022,0,0,0,England,ctall
845,North West,11/12/2022,0,0,0,England,ctall
846,North West,12/12/2022,0,0,0,England,ctall
847,North West,13/12/2022,0,0,0,England,ctall
848,North West,14/12/2022,0,0,0,England,ctall
849,North West,15/12/2022,0,0,0,England,ctall
850,North West,16/12/2022,0,0,0,England,ctall
851,North West,17/12/2022,0,0,0,England,ctall
852,North West,18/12/2022,0,0,0,England,ctall
853,North West,19/12/2022,0,0,0,England,ctall
854,North West,20/12/2022,0,0,0,England,ctall
855,North West,21/12/2022,0,0,0,England,ctall
856,North West,22/12/2022,0,0,0,England,ctall
857,North West,23/12/2022,0,0,0,England,ctall
858,North West,24/12/2022,0,0,0,England,ctall
859,North West,25/12/2022,0,0,0,England,ctall
860,North West,26/12/2022,0,0,0,England,ctall
861,North West,27/12/2022,0,0,0,England,ctall
862,North West,28/12/2022,0,0,0,England,ctall
863,North West,29/12/2022,0,0,0,England,ctall
864,North West,30/12/2022,0,0,0,England,ctall
865,North West,31/12/2022,0,0,0,England,ctall
866,North West,01/01/2023,0,0,0,England,ctall
867,North West,02/01/2023,0,0,0,England,ctall
868,North West,03/01/2023,0,0,0,England,ctall
869,South West,16/11/2022,0,0,0,England,ctall
870,South West,17/11/2022,0,0,0,England,ctall
871,South West,18/11/2022,0,0,0,England,ctall
872,South West,19/11/2022,0,0,0,England,ctall
873,South West,20/11/2022,0,0,0,England,ctall
874,South West,21/11/2022,0,0,0,England,ctall
875,South West,22/11/2022,0,0,0,England,ctall
876,South West,23/11/2022,0,0,0,England,ctall
877,South West,24/11/2022,0,0,0,England,ctall
878,South West,25/11/2022,0,0,0,England,ctall
879,South West,26/11/2022,0,0,0,England,ctall
880,South West,27/11/2022,0,0,0,England,ctall
881,South West,28/11/2022,0,0,0,England,ctall
882,South West,29/11/2022,0,0,0,England,ctall
883,South West,30/11/2022,0,0,0,England,ctall
884,South West,01/12/2022,0,0,0,England,ctall
885,South West,02/12/2022,0,0,0,England,ctall
886,South West,03/12/2022,0,0,0,England,ctall
887,South West,04/12/2022,0,0,0,England,ctall
888,South West,05/12/2022,0,0,0,England,ctall
889,South West,06/12/2022,0,0,0,England,ctall
890,South West,07/12/2022,0,0,0,England,ctall
891,South West,08/12/2022,0,0,0,England,ctall
892,South West,09/12/2022,0,0,0,England,ctall
893,South West,10/12/2022,0,0,0,England,ctall
894,South West,11/12/2022,0,0,0,England,ctall
895,South West,12/12/2022,0,0,0,England,ctall
896,South West,13/12/2022,0,0,0,England,ctall
897,South West,14/12/2022,0,0,0,England,ctall
898,South West,15/12/2022,0,0,0,England,ctall
899,South West,16/12/2022,0,0,0,England,ctall
900,South West,17/12/2022,0,0,0,England,ctall
901,South West,18/12/2022,0,0,0,England,ctall
902,South West,19/12/2022,0,0,0,England,ctall
903,South West,20/12/2022,0,0,0,England,ctall
904,South West,21/12/2022,0,0,0,England,ctall
905,South West,22/12/2022,0,0,0,England,ctall
906,South West,23/12/2022,0,0,0,England,ctall
907,South West,24/12/2022,0,0,0,England,ctall
908,South West,25/12/2022,0,0,0,England,ctall
909,South West,26/12/2022,0,0,0,England,ctall
910,South West,27/12/2022,0,0,0,England,ctall
911,South West,28/12/2022,0,0,0,England,ctall
912,South West,29/12/2022,0,0,0,England,ctall
913,South West,30/12/2022,0,0,0,England,ctall
914,South West,31/12/2022,0,0,0,England,ctall
915,South West,01/01/2023,0,0,0,England,ctall
916,South West,02/01/2023,0,0,0,England,ctall
917,South West,03/01/2023,0,0,0,England,ctall
918,West Midlands,16/11/2022,0,0,0,England,ctall
919,West Midlands,17/11/2022,0,0,0,England,ctall
920,West Midlands,18/11/2022,0,0,0,England,ctall
921,West Midlands,19/11/2022,0,0,0,England,ctall
922,West Midlands,20/11/2022,0,0,0,England,ctall
923,West Midlands,21/11/2022,0,0,0,England,ctall
924,West Midlands,22/11/2022,0,0,0,England,ctall
925,West Midlands,23/11/2022,0,0,0,England,ctall
926,West Midlands,24/11/2022,0,0,0,England,ctall
927,West Midlands,25/11/2022,0,0,0,England,ctall
928,West Midlands,26/11/2022,0,0,0,England,ctall
929,West Midlands,27/11/2022,0,0,0,England,ctall
930,West Midlands,28/11/2022,0,0,0,England,ctall
931,West Midlands,29/11/2022,0,0,0,England,ctall
932,West Midlands,30/11/2022,0,0,0,England,ctall
933,West Midlands,01/12/2022,0,0,0,England,ctall
934,West Midlands,02/12/2022,0,0,0,England,ctall
935,West Midlands,03/12/2022,0,0,0,England,ctall
936,West Midlands,04/12/2022,0,0,0,England,ctall
937,West Midlands,05/12/2022,0,0,0,England,ctall
938,West Midlands,06/12/2022,0,0,0,England,ctall
939,West Midlands,07/12/2022,0,0,0,England,ctall
940,West Midlands,08/12/2022,0,0,0,England,ctall
941,West Midlands,09/12/2022,0,0,0,England,ctall
942,West Midlands,10/12/2022,0,0,0,England,ctall
943,West Midlands,11/12/2022,0,0,0,England,ctall
944,West Midlands,12/12/2022,0,0,0,England,ctall
945,West Midlands,13/12/2022,0,0,0,England,ctall
946,West Midlands,14/12/2022,0,0,0,England,ctall
947,West Midlands,15/12/2022,0,0,0,England,ctall
948,West Midlands,16/12/2022,0,0,0,England,ctall
949,West Midlands,17/12/2022,0,0,0,England,ctall
950,West Midlands,18/12/2022,0,0,0,England,ctall
951,West Midlands,19/12/2022,0,0,0,England,ctall
952,West Midlands,20/12/2022,0,0,0,England,ctall
953,West Midlands,21/12/2022,0,0,0,England,ctall
954,West Midlands,22/12/2022,0,0,0,England,ctall
955,West Midlands,23/12/2022,0,0,0,England,ctall
956,West Midlands,24/12/2022,0,0,0,England,ctall
