X,study_day,visit_date,age_at_visit,region,prob,lower.CL,upper.CL
4468,44,19/12/2022,82,Wales,0,0,0
4469,45,20/12/2022,82,Wales,0,0,0
4470,46,21/12/2022,82,Wales,0,0,0
4471,47,22/12/2022,82,Wales,0,0,0
4472,48,23/12/2022,82,Wales,0,0,0
4473,49,24/12/2022,82,Wales,0,0,0
4474,50,25/12/2022,82,Wales,0,0,0
4475,51,26/12/2022,82,Wales,0,0,0
4476,52,27/12/2022,82,Wales,0,0,0
4477,53,28/12/2022,82,Wales,0,0,0
4478,54,29/12/2022,82,Wales,0,0,0
4479,55,30/12/2022,82,Wales,0,0,0
4480,56,31/12/2022,82,Wales,0,0,0
4481,1,06/11/2022,83,Wales,0,0,0
4482,2,07/11/2022,83,Wales,0,0,0
4483,3,08/11/2022,83,Wales,0,0,0
4484,4,09/11/2022,83,Wales,0,0,0
4485,5,10/11/2022,83,Wales,0,0,0
4486,6,11/11/2022,83,Wales,0,0,0
4487,7,12/11/2022,83,Wales,0,0,0
4488,8,13/11/2022,83,Wales,0,0,0
4489,9,14/11/2022,83,Wales,0,0,0
4490,10,15/11/2022,83,Wales,0,0,0
4491,11,16/11/2022,83,Wales,0,0,0
4492,12,17/11/2022,83,Wales,0,0,0
4493,13,18/11/2022,83,Wales,0,0,0
4494,14,19/11/2022,83,Wales,0,0,0
4495,15,20/11/2022,83,Wales,0,0,0
4496,16,21/11/2022,83,Wales,0,0,0
4497,17,22/11/2022,83,Wales,0,0,0
4498,18,23/11/2022,83,Wales,0,0,0
4499,19,24/11/2022,83,Wales,0,0,0
4500,20,25/11/2022,83,Wales,0,0,0
4501,21,26/11/2022,83,Wales,0,0,0
4502,22,27/11/2022,83,Wales,0,0,0
4503,23,28/11/2022,83,Wales,0,0,0
4504,24,29/11/2022,83,Wales,0,0,0
4505,25,30/11/2022,83,Wales,0,0,0
4506,26,01/12/2022,83,Wales,0,0,0
4507,27,02/12/2022,83,Wales,0,0,0
4508,28,03/12/2022,83,Wales,0,0,0
4509,29,04/12/2022,83,Wales,0,0,0
4510,30,05/12/2022,83,Wales,0,0,0
4511,31,06/12/2022,83,Wales,0,0,0
4512,32,07/12/2022,83,Wales,0,0,0
4513,33,08/12/2022,83,Wales,0,0,0
4514,34,09/12/2022,83,Wales,0,0,0
4515,35,10/12/2022,83,Wales,0,0,0
4516,36,11/12/2022,83,Wales,0,0,0
4517,37,12/12/2022,83,Wales,0,0,0
4518,38,13/12/2022,83,Wales,0,0,0
4519,39,14/12/2022,83,Wales,0,0,0
4520,40,15/12/2022,83,Wales,0,0,0
4521,41,16/12/2022,83,Wales,0,0,0
4522,42,17/12/2022,83,Wales,0,0,0
4523,43,18/12/2022,83,Wales,0,0,0
4524,44,19/12/2022,83,Wales,0,0,0
4525,45,20/12/2022,83,Wales,0,0,0
4526,46,21/12/2022,83,Wales,0,0,0
4527,47,22/12/2022,83,Wales,0,0,0
4528,48,23/12/2022,83,Wales,0,0,0
4529,49,24/12/2022,83,Wales,0,0,0
4530,50,25/12/2022,83,Wales,0,0,0
4531,51,26/12/2022,83,Wales,0,0,0
4532,52,27/12/2022,83,Wales,0,0,0
4533,53,28/12/2022,83,Wales,0,0,0
4534,54,29/12/2022,83,Wales,0,0,0
4535,55,30/12/2022,83,Wales,0,0,0
4536,56,31/12/2022,83,Wales,0,0,0
4537,1,06/11/2022,84,Wales,0,0,0
4538,2,07/11/2022,84,Wales,0,0,0
4539,3,08/11/2022,84,Wales,0,0,0
4540,4,09/11/2022,84,Wales,0,0,0
4541,5,10/11/2022,84,Wales,0,0,0
4542,6,11/11/2022,84,Wales,0,0,0
4543,7,12/11/2022,84,Wales,0,0,0
4544,8,13/11/2022,84,Wales,0,0,0
4545,9,14/11/2022,84,Wales,0,0,0
4546,10,15/11/2022,84,Wales,0,0,0
4547,11,16/11/2022,84,Wales,0,0,0
4548,12,17/11/2022,84,Wales,0,0,0
4549,13,18/11/2022,84,Wales,0,0,0
4550,14,19/11/2022,84,Wales,0,0,0
4551,15,20/11/2022,84,Wales,0,0,0
4552,16,21/11/2022,84,Wales,0,0,0
4553,17,22/11/2022,84,Wales,0,0,0
4554,18,23/11/2022,84,Wales,0,0,0
4555,19,24/11/2022,84,Wales,0,0,0
4556,20,25/11/2022,84,Wales,0,0,0
4557,21,26/11/2022,84,Wales,0,0,0
4558,22,27/11/2022,84,Wales,0,0,0
4559,23,28/11/2022,84,Wales,0,0,0
4560,24,29/11/2022,84,Wales,0,0,0
4561,25,30/11/2022,84,Wales,0,0,0
4562,26,01/12/2022,84,Wales,0,0,0
4563,27,02/12/2022,84,Wales,0,0,0
4564,28,03/12/2022,84,Wales,0,0,0
4565,29,04/12/2022,84,Wales,0,0,0
4566,30,05/12/2022,84,Wales,0,0,0
4567,31,06/12/2022,84,Wales,0,0,0
4568,32,07/12/2022,84,Wales,0,0,0
4569,33,08/12/2022,84,Wales,0,0,0
4570,34,09/12/2022,84,Wales,0,0,0
4571,35,10/12/2022,84,Wales,0,0,0
4572,36,11/12/2022,84,Wales,0,0,0
4573,37,12/12/2022,84,Wales,0,0,0
4574,38,13/12/2022,84,Wales,0,0,0
4575,39,14/12/2022,84,Wales,0,0,0
4576,40,15/12/2022,84,Wales,0,0,0
4577,41,16/12/2022,84,Wales,0,0,0
4578,42,17/12/2022,84,Wales,0,0,0
4579,43,18/12/2022,84,Wales,0,0,0
4580,44,19/12/2022,84,Wales,0,0,0
4581,45,20/12/2022,84,Wales,0,0,0
4582,46,21/12/2022,84,Wales,0,0,0
4583,47,22/12/2022,84,Wales,0,0,0
4584,48,23/12/2022,84,Wales,0,0,0
4585,49,24/12/2022,84,Wales,0,0,0
4586,50,25/12/2022,84,Wales,0,0,0
4587,51,26/12/2022,84,Wales,0,0,0
4588,52,27/12/2022,84,Wales,0,0,0
4589,53,28/12/2022,84,Wales,0,0,0
4590,54,29/12/2022,84,Wales,0,0,0
4591,55,30/12/2022,84,Wales,0,0,0
4592,56,31/12/2022,84,Wales,0,0,0
4593,1,06/11/2022,85,Wales,0,0,0
4594,2,07/11/2022,85,Wales,0,0,0
4595,3,08/11/2022,85,Wales,0,0,0
4596,4,09/11/2022,85,Wales,0,0,0
4597,5,10/11/2022,85,Wales,0,0,0
4598,6,11/11/2022,85,Wales,0,0,0
4599,7,12/11/2022,85,Wales,0,0,0
4600,8,13/11/2022,85,Wales,0,0,0
4601,9,14/11/2022,85,Wales,0,0,0
4602,10,15/11/2022,85,Wales,0,0,0
4603,11,16/11/2022,85,Wales,0,0,0
4604,12,17/11/2022,85,Wales,0,0,0
4605,13,18/11/2022,85,Wales,0,0,0
4606,14,19/11/2022,85,Wales,0,0,0
4607,15,20/11/2022,85,Wales,0,0,0
4608,16,21/11/2022,85,Wales,0,0,0
4609,17,22/11/2022,85,Wales,0,0,0
4610,18,23/11/2022,85,Wales,0,0,0
4611,19,24/11/2022,85,Wales,0,0,0
4612,20,25/11/2022,85,Wales,0,0,0
4613,21,26/11/2022,85,Wales,0,0,0
4614,22,27/11/2022,85,Wales,0,0,0
4615,23,28/11/2022,85,Wales,0,0,0
4616,24,29/11/2022,85,Wales,0,0,0
4617,25,30/11/2022,85,Wales,0,0,0
4618,26,01/12/2022,85,Wales,0,0,0
4619,27,02/12/2022,85,Wales,0,0,0
4620,28,03/12/2022,85,Wales,0,0,0
4621,29,04/12/2022,85,Wales,0,0,0
4622,30,05/12/2022,85,Wales,0,0,0
4623,31,06/12/2022,85,Wales,0,0,0
4624,32,07/12/2022,85,Wales,0,0,0
4625,33,08/12/2022,85,Wales,0,0,0
4626,34,09/12/2022,85,Wales,0,0,0
4627,35,10/12/2022,85,Wales,0,0,0
4628,36,11/12/2022,85,Wales,0,0,0
4629,37,12/12/2022,85,Wales,0,0,0
4630,38,13/12/2022,85,Wales,0,0,0
4631,39,14/12/2022,85,Wales,0,0,0
4632,40,15/12/2022,85,Wales,0,0,0
4633,41,16/12/2022,85,Wales,0,0,0
4634,42,17/12/2022,85,Wales,0,0,0
4635,43,18/12/2022,85,Wales,0,0,0
4636,44,19/12/2022,85,Wales,0,0,0
4637,45,20/12/2022,85,Wales,0,0,0
4638,46,21/12/2022,85,Wales,0,0,0
4639,47,22/12/2022,85,Wales,0,0,0
4640,48,23/12/2022,85,Wales,0,0,0
4641,49,24/12/2022,85,Wales,0,0,0
4642,50,25/12/2022,85,Wales,0,0,0
4643,51,26/12/2022,85,Wales,0,0,0
4644,52,27/12/2022,85,Wales,0,0,0
4645,53,28/12/2022,85,Wales,0,0,0
4646,54,29/12/2022,85,Wales,0,0,0
4647,55,30/12/2022,85,Wales,0,0,0
4648,56,31/12/2022,85,Wales,0,0,0
4649,1,06/11/2022,3,Northern Ireland,0,0,0
4650,2,07/11/2022,3,Northern Ireland,0,0,0
4651,3,08/11/2022,3,Northern Ireland,0,0,0
4652,4,09/11/2022,3,Northern Ireland,0,0,0
4653,5,10/11/2022,3,Northern Ireland,0,0,0
4654,6,11/11/2022,3,Northern Ireland,0,0,0
4655,7,12/11/2022,3,Northern Ireland,0,0,0
4656,8,13/11/2022,3,Northern Ireland,0,0,0
4657,9,14/11/2022,3,Northern Ireland,0,0,0
4658,10,15/11/2022,3,Northern Ireland,0,0,0
4659,11,16/11/2022,3,Northern Ireland,0,0,0
4660,12,17/11/2022,3,Northern Ireland,0,0,0
4661,13,18/11/2022,3,Northern Ireland,0,0,0
4662,14,19/11/2022,3,Northern Ireland,0,0,0
4663,15,20/11/2022,3,Northern Ireland,0,0,0
4664,16,21/11/2022,3,Northern Ireland,0,0,0
4665,17,22/11/2022,3,Northern Ireland,0,0,0
4666,18,23/11/2022,3,Northern Ireland,0,0,0
4667,19,24/11/2022,3,Northern Ireland,0,0,0
4668,20,25/11/2022,3,Northern Ireland,0,0,0
4669,21,26/11/2022,3,Northern Ireland,0,0,0
4670,22,27/11/2022,3,Northern Ireland,0,0,0
4671,23,28/11/2022,3,Northern Ireland,0,0,0
4672,24,29/11/2022,3,Northern Ireland,0,0,0
4673,25,30/11/2022,3,Northern Ireland,0,0,0
4674,26,01/12/2022,3,Northern Ireland,0,0,0
4675,27,02/12/2022,3,Northern Ireland,0,0,0
4676,28,03/12/2022,3,Northern Ireland,0,0,0
4677,29,04/12/2022,3,Northern Ireland,0,0,0
4678,30,05/12/2022,3,Northern Ireland,0,0,0
4679,31,06/12/2022,3,Northern Ireland,0,0,0
4680,32,07/12/2022,3,Northern Ireland,0,0,0
4681,33,08/12/2022,3,Northern Ireland,0,0,0
4682,34,09/12/2022,3,Northern Ireland,0,0,0
4683,35,10/12/2022,3,Northern Ireland,0,0,0
4684,36,11/12/2022,3,Northern Ireland,0,0,0
4685,37,12/12/2022,3,Northern Ireland,0,0,0
4686,38,13/12/2022,3,Northern Ireland,0,0,0
4687,39,14/12/2022,3,Northern Ireland,0,0,0
4688,40,15/12/2022,3,Northern Ireland,0,0,0
4689,41,16/12/2022,3,Northern Ireland,0,0,0
4690,42,17/12/2022,3,Northern Ireland,0,0,0
4691,43,18/12/2022,3,Northern Ireland,0,0,0
4692,44,19/12/2022,3,Northern Ireland,0,0,0
4693,45,20/12/2022,3,Northern Ireland,0,0,0
4694,46,21/12/2022,3,Northern Ireland,0,0,0
4695,47,22/12/2022,3,Northern Ireland,0,0,0
4696,48,23/12/2022,3,Northern Ireland,0,0,0
4697,49,24/12/2022,3,Northern Ireland,0,0,0
4698,50,25/12/2022,3,Northern Ireland,0,0,0
4699,51,26/12/2022,3,Northern Ireland,0,0,0
4700,52,27/12/2022,3,Northern Ireland,0,0,0
4701,53,28/12/2022,3,Northern Ireland,0,0,0
4702,54,29/12/2022,3,Northern Ireland,0,0,0
4703,55,30/12/2022,3,Northern Ireland,0,0,0
4704,56,31/12/2022,3,Northern Ireland,0,0,0
4705,1,06/11/2022,4,Northern Ireland,0,0,0
4706,2,07/11/2022,4,Northern Ireland,0,0,0
4707,3,08/11/2022,4,Northern Ireland,0,0,0
4708,4,09/11/2022,4,Northern Ireland,0,0,0
4709,5,10/11/2022,4,Northern Ireland,0,0,0
4710,6,11/11/2022,4,Northern Ireland,0,0,0
4711,7,12/11/2022,4,Northern Ireland,0,0,0
4712,8,13/11/2022,4,Northern Ireland,0,0,0
4713,9,14/11/2022,4,Northern Ireland,0,0,0
4714,10,15/11/2022,4,Northern Ireland,0,0,0
4715,11,16/11/2022,4,Northern Ireland,0,0,0
4716,12,17/11/2022,4,Northern Ireland,0,0,0
4717,13,18/11/2022,4,Northern Ireland,0,0,0
4718,14,19/11/2022,4,Northern Ireland,0,0,0
4719,15,20/11/2022,4,Northern Ireland,0,0,0
4720,16,21/11/2022,4,Northern Ireland,0,0,0
4721,17,22/11/2022,4,Northern Ireland,0,0,0
4722,18,23/11/2022,4,Northern Ireland,0,0,0
4723,19,24/11/2022,4,Northern Ireland,0,0,0
4724,20,25/11/2022,4,Northern Ireland,0,0,0
4725,21,26/11/2022,4,Northern Ireland,0,0,0
4726,22,27/11/2022,4,Northern Ireland,0,0,0
4727,23,28/11/2022,4,Northern Ireland,0,0,0
4728,24,29/11/2022,4,Northern Ireland,0,0,0
4729,25,30/11/2022,4,Northern Ireland,0,0,0
4730,26,01/12/2022,4,Northern Ireland,0,0,0
4731,27,02/12/2022,4,Northern Ireland,0,0,0
4732,28,03/12/2022,4,Northern Ireland,0,0,0
4733,29,04/12/2022,4,Northern Ireland,0,0,0
4734,30,05/12/2022,4,Northern Ireland,0,0,0
4735,31,06/12/2022,4,Northern Ireland,0,0,0
4736,32,07/12/2022,4,Northern Ireland,0,0,0
4737,33,08/12/2022,4,Northern Ireland,0,0,0
4738,34,09/12/2022,4,Northern Ireland,0,0,0
4739,35,10/12/2022,4,Northern Ireland,0,0,0
4740,36,11/12/2022,4,Northern Ireland,0,0,0
4741,37,12/12/2022,4,Northern Ireland,0,0,0
4742,38,13/12/2022,4,Northern Ireland,0,0,0
4743,39,14/12/2022,4,Northern Ireland,0,0,0
4744,40,15/12/2022,4,Northern Ireland,0,0,0
4745,41,16/12/2022,4,Northern Ireland,0,0,0
4746,42,17/12/2022,4,Northern Ireland,0,0,0
4747,43,18/12/2022,4,Northern Ireland,0,0,0
4748,44,19/12/2022,4,Northern Ireland,0,0,0
4749,45,20/12/2022,4,Northern Ireland,0,0,0
4750,46,21/12/2022,4,Northern Ireland,0,0,0
4751,47,22/12/2022,4,Northern Ireland,0,0,0
4752,48,23/12/2022,4,Northern Ireland,0,0,0
4753,49,24/12/2022,4,Northern Ireland,0,0,0
4754,50,25/12/2022,4,Northern Ireland,0,0,0
4755,51,26/12/2022,4,Northern Ireland,0,0,0
4756,52,27/12/2022,4,Northern Ireland,0,0,0
4757,53,28/12/2022,4,Northern Ireland,0,0,0
4758,54,29/12/2022,4,Northern Ireland,0,0,0
4759,55,30/12/2022,4,Northern Ireland,0,0,0
4760,56,31/12/2022,4,Northern Ireland,0,0,0
4761,1,06/11/2022,5,Northern Ireland,0,0,0
4762,2,07/11/2022,5,Northern Ireland,0,0,0
4763,3,08/11/2022,5,Northern Ireland,0,0,0
4764,4,09/11/2022,5,Northern Ireland,0,0,0
4765,5,10/11/2022,5,Northern Ireland,0,0,0
4766,6,11/11/2022,5,Northern Ireland,0,0,0
4767,7,12/11/2022,5,Northern Ireland,0,0,0
4768,8,13/11/2022,5,Northern Ireland,0,0,0
4769,9,14/11/2022,5,Northern Ireland,0,0,0
4770,10,15/11/2022,5,Northern Ireland,0,0,0
4771,11,16/11/2022,5,Northern Ireland,0,0,0
4772,12,17/11/2022,5,Northern Ireland,0,0,0
4773,13,18/11/2022,5,Northern Ireland,0,0,0
4774,14,19/11/2022,5,Northern Ireland,0,0,0
4775,15,20/11/2022,5,Northern Ireland,0,0,0
4776,16,21/11/2022,5,Northern Ireland,0,0,0
4777,17,22/11/2022,5,Northern Ireland,0,0,0
4778,18,23/11/2022,5,Northern Ireland,0,0,0
4779,19,24/11/2022,5,Northern Ireland,0,0,0
4780,20,25/11/2022,5,Northern Ireland,0,0,0
4781,21,26/11/2022,5,Northern Ireland,0,0,0
4782,22,27/11/2022,5,Northern Ireland,0,0,0
4783,23,28/11/2022,5,Northern Ireland,0,0,0
4784,24,29/11/2022,5,Northern Ireland,0,0,0
4785,25,30/11/2022,5,Northern Ireland,0,0,0
4786,26,01/12/2022,5,Northern Ireland,0,0,0
4787,27,02/12/2022,5,Northern Ireland,0,0,0
4788,28,03/12/2022,5,Northern Ireland,0,0,0
4789,29,04/12/2022,5,Northern Ireland,0,0,0
4790,30,05/12/2022,5,Northern Ireland,0,0,0
4791,31,06/12/2022,5,Northern Ireland,0,0,0
4792,32,07/12/2022,5,Northern Ireland,0,0,0
4793,33,08/12/2022,5,Northern Ireland,0,0,0
4794,34,09/12/2022,5,Northern Ireland,0,0,0
4795,35,10/12/2022,5,Northern Ireland,0,0,0
4796,36,11/12/2022,5,Northern Ireland,0,0,0
4797,37,12/12/2022,5,Northern Ireland,0,0,0
4798,38,13/12/2022,5,Northern Ireland,0,0,0
4799,39,14/12/2022,5,Northern Ireland,0,0,0
4800,40,15/12/2022,5,Northern Ireland,0,0,0
4801,41,16/12/2022,5,Northern Ireland,0,0,0
4802,42,17/12/2022,5,Northern Ireland,0,0,0
4803,43,18/12/2022,5,Northern Ireland,0,0,0
4804,44,19/12/2022,5,Northern Ireland,0,0,0
4805,45,20/12/2022,5,Northern Ireland,0,0,0
4806,46,21/12/2022,5,Northern Ireland,0,0,0
4807,47,22/12/2022,5,Northern Ireland,0,0,0
4808,48,23/12/2022,5,Northern Ireland,0,0,0
4809,49,24/12/2022,5,Northern Ireland,0,0,0
4810,50,25/12/2022,5,Northern Ireland,0,0,0
4811,51,26/12/2022,5,Northern Ireland,0,0,0
4812,52,27/12/2022,5,Northern Ireland,0,0,0
4813,53,28/12/2022,5,Northern Ireland,0,0,0
4814,54,29/12/2022,5,Northern Ireland,0,0,0
4815,55,30/12/2022,5,Northern Ireland,0,0,0
4816,56,31/12/2022,5,Northern Ireland,0,0,0
4817,1,06/11/2022,6,Northern Ireland,0,0,0
4818,2,07/11/2022,6,Northern Ireland,0,0,0
4819,3,08/11/2022,6,Northern Ireland,0,0,0
4820,4,09/11/2022,6,Northern Ireland,0,0,0
4821,5,10/11/2022,6,Northern Ireland,0,0,0
4822,6,11/11/2022,6,Northern Ireland,0,0,0
4823,7,12/11/2022,6,Northern Ireland,0,0,0
4824,8,13/11/2022,6,Northern Ireland,0,0,0
4825,9,14/11/2022,6,Northern Ireland,0,0,0
4826,10,15/11/2022,6,Northern Ireland,0,0,0
4827,11,16/11/2022,6,Northern Ireland,0,0,0
4828,12,17/11/2022,6,Northern Ireland,0,0,0
4829,13,18/11/2022,6,Northern Ireland,0,0,0
4830,14,19/11/2022,6,Northern Ireland,0,0,0
4831,15,20/11/2022,6,Northern Ireland,0,0,0
4832,16,21/11/2022,6,Northern Ireland,0,0,0
4833,17,22/11/2022,6,Northern Ireland,0,0,0
4834,18,23/11/2022,6,Northern Ireland,0,0,0
4835,19,24/11/2022,6,Northern Ireland,0,0,0
4836,20,25/11/2022,6,Northern Ireland,0,0,0
4837,21,26/11/2022,6,Northern Ireland,0,0,0
4838,22,27/11/2022,6,Northern Ireland,0,0,0
4839,23,28/11/2022,6,Northern Ireland,0,0,0
4840,24,29/11/2022,6,Northern Ireland,0,0,0
4841,25,30/11/2022,6,Northern Ireland,0,0,0
4842,26,01/12/2022,6,Northern Ireland,0,0,0
4843,27,02/12/2022,6,Northern Ireland,0,0,0
4844,28,03/12/2022,6,Northern Ireland,0,0,0
4845,29,04/12/2022,6,Northern Ireland,0,0,0
4846,30,05/12/2022,6,Northern Ireland,0,0,0
4847,31,06/12/2022,6,Northern Ireland,0,0,0
4848,32,07/12/2022,6,Northern Ireland,0,0,0
4849,33,08/12/2022,6,Northern Ireland,0,0,0
4850,34,09/12/2022,6,Northern Ireland,0,0,0
4851,35,10/12/2022,6,Northern Ireland,0,0,0
4852,36,11/12/2022,6,Northern Ireland,0,0,0
4853,37,12/12/2022,6,Northern Ireland,0,0,0
4854,38,13/12/2022,6,Northern Ireland,0,0,0
4855,39,14/12/2022,6,Northern Ireland,0,0,0
4856,40,15/12/2022,6,Northern Ireland,0,0,0
4857,41,16/12/2022,6,Northern Ireland,0,0,0
4858,42,17/12/2022,6,Northern Ireland,0,0,0
4859,43,18/12/2022,6,Northern Ireland,0,0,0
4860,44,19/12/2022,6,Northern Ireland,0,0,0
4861,45,20/12/2022,6,Northern Ireland,0,0,0
4862,46,21/12/2022,6,Northern Ireland,0,0,0
4863,47,22/12/2022,6,Northern Ireland,0,0,0
4864,48,23/12/2022,6,Northern Ireland,0,0,0
4865,49,24/12/2022,6,Northern Ireland,0,0,0
4866,50,25/12/2022,6,Northern Ireland,0,0,0
4867,51,26/12/2022,6,Northern Ireland,0,0,0
4868,52,27/12/2022,6,Northern Ireland,0,0,0
4869,53,28/12/2022,6,Northern Ireland,0,0,0
4870,54,29/12/2022,6,Northern Ireland,0,0,0
4871,55,30/12/2022,6,Northern Ireland,0,0,0
4872,56,31/12/2022,6,Northern Ireland,0,0,0
4873,1,06/11/2022,7,Northern Ireland,0,0,0
4874,2,07/11/2022,7,Northern Ireland,0,0,0
4875,3,08/11/2022,7,Northern Ireland,0,0,0
4876,4,09/11/2022,7,Northern Ireland,0,0,0
4877,5,10/11/2022,7,Northern Ireland,0,0,0
4878,6,11/11/2022,7,Northern Ireland,0,0,0
4879,7,12/11/2022,7,Northern Ireland,0,0,0
4880,8,13/11/2022,7,Northern Ireland,0,0,0
4881,9,14/11/2022,7,Northern Ireland,0,0,0
4882,10,15/11/2022,7,Northern Ireland,0,0,0
4883,11,16/11/2022,7,Northern Ireland,0,0,0
4884,12,17/11/2022,7,Northern Ireland,0,0,0
4885,13,18/11/2022,7,Northern Ireland,0,0,0
4886,14,19/11/2022,7,Northern Ireland,0,0,0
4887,15,20/11/2022,7,Northern Ireland,0,0,0
4888,16,21/11/2022,7,Northern Ireland,0,0,0
4889,17,22/11/2022,7,Northern Ireland,0,0,0
4890,18,23/11/2022,7,Northern Ireland,0,0,0
4891,19,24/11/2022,7,Northern Ireland,0,0,0
4892,20,25/11/2022,7,Northern Ireland,0,0,0
4893,21,26/11/2022,7,Northern Ireland,0,0,0
4894,22,27/11/2022,7,Northern Ireland,0,0,0
4895,23,28/11/2022,7,Northern Ireland,0,0,0
4896,24,29/11/2022,7,Northern Ireland,0,0,0
4897,25,30/11/2022,7,Northern Ireland,0,0,0
4898,26,01/12/2022,7,Northern Ireland,0,0,0
4899,27,02/12/2022,7,Northern Ireland,0,0,0
4900,28,03/12/2022,7,Northern Ireland,0,0,0
4901,29,04/12/2022,7,Northern Ireland,0,0,0
4902,30,05/12/2022,7,Northern Ireland,0,0,0
4903,31,06/12/2022,7,Northern Ireland,0,0,0
4904,32,07/12/2022,7,Northern Ireland,0,0,0
4905,33,08/12/2022,7,Northern Ireland,0,0,0
4906,34,09/12/2022,7,Northern Ireland,0,0,0
4907,35,10/12/2022,7,Northern Ireland,0,0,0
4908,36,11/12/2022,7,Northern Ireland,0,0,0
4909,37,12/12/2022,7,Northern Ireland,0,0,0
4910,38,13/12/2022,7,Northern Ireland,0,0,0
4911,39,14/12/2022,7,Northern Ireland,0,0,0
4912,40,15/12/2022,7,Northern Ireland,0,0,0
4913,41,16/12/2022,7,Northern Ireland,0,0,0
4914,42,17/12/2022,7,Northern Ireland,0,0,0
4915,43,18/12/2022,7,Northern Ireland,0,0,0
4916,44,19/12/2022,7,Northern Ireland,0,0,0
4917,45,20/12/2022,7,Northern Ireland,0,0,0
4918,46,21/12/2022,7,Northern Ireland,0,0,0
4919,47,22/12/2022,7,Northern Ireland,0,0,0
4920,48,23/12/2022,7,Northern Ireland,0,0,0
4921,49,24/12/2022,7,Northern Ireland,0,0,0
4922,50,25/12/2022,7,Northern Ireland,0,0,0
4923,51,26/12/2022,7,Northern Ireland,0,0,0
4924,52,27/12/2022,7,Northern Ireland,0,0,0
4925,53,28/12/2022,7,Northern Ireland,0,0,0
4926,54,29/12/2022,7,Northern Ireland,0,0,0
4927,55,30/12/2022,7,Northern Ireland,0,0,0
4928,56,31/12/2022,7,Northern Ireland,0,0,0
4929,1,06/11/2022,8,Northern Ireland,0,0,0
4930,2,07/11/2022,8,Northern Ireland,0,0,0
4931,3,08/11/2022,8,Northern Ireland,0,0,0
4932,4,09/11/2022,8,Northern Ireland,0,0,0
4933,5,10/11/2022,8,Northern Ireland,0,0,0
4934,6,11/11/2022,8,Northern Ireland,0,0,0
4935,7,12/11/2022,8,Northern Ireland,0,0,0
4936,8,13/11/2022,8,Northern Ireland,0,0,0
4937,9,14/11/2022,8,Northern Ireland,0,0,0
4938,10,15/11/2022,8,Northern Ireland,0,0,0
4939,11,16/11/2022,8,Northern Ireland,0,0,0
4940,12,17/11/2022,8,Northern Ireland,0,0,0
4941,13,18/11/2022,8,Northern Ireland,0,0,0
4942,14,19/11/2022,8,Northern Ireland,0,0,0
4943,15,20/11/2022,8,Northern Ireland,0,0,0
4944,16,21/11/2022,8,Northern Ireland,0,0,0
4945,17,22/11/2022,8,Northern Ireland,0,0,0
4946,18,23/11/2022,8,Northern Ireland,0,0,0
4947,19,24/11/2022,8,Northern Ireland,0,0,0
4948,20,25/11/2022,8,Northern Ireland,0,0,0
4949,21,26/11/2022,8,Northern Ireland,0,0,0
4950,22,27/11/2022,8,Northern Ireland,0,0,0
4951,23,28/11/2022,8,Northern Ireland,0,0,0
4952,24,29/11/2022,8,Northern Ireland,0,0,0
4953,25,30/11/2022,8,Northern Ireland,0,0,0
4954,26,01/12/2022,8,Northern Ireland,0,0,0
4955,27,02/12/2022,8,Northern Ireland,0,0,0
4956,28,03/12/2022,8,Northern Ireland,0,0,0
4957,29,04/12/2022,8,Northern Ireland,0,0,0
4958,30,05/12/2022,8,Northern Ireland,0,0,0
4959,31,06/12/2022,8,Northern Ireland,0,0,0
4960,32,07/12/2022,8,Northern Ireland,0,0,0
4961,33,08/12/2022,8,Northern Ireland,0,0,0
4962,34,09/12/2022,8,Northern Ireland,0,0,0
4963,35,10/12/2022,8,Northern Ireland,0,0,0
4964,36,11/12/2022,8,Northern Ireland,0,0,0
4965,37,12/12/2022,8,Northern Ireland,0,0,0
4966,38,13/12/2022,8,Northern Ireland,0,0,0
4967,39,14/12/2022,8,Northern Ireland,0,0,0
4968,40,15/12/2022,8,Northern Ireland,0,0,0
4969,41,16/12/2022,8,Northern Ireland,0,0,0
4970,42,17/12/2022,8,Northern Ireland,0,0,0
4971,43,18/12/2022,8,Northern Ireland,0,0,0
4972,44,19/12/2022,8,Northern Ireland,0,0,0
4973,45,20/12/2022,8,Northern Ireland,0,0,0
4974,46,21/12/2022,8,Northern Ireland,0,0,0
4975,47,22/12/2022,8,Northern Ireland,0,0,0
4976,48,23/12/2022,8,Northern Ireland,0,0,0
4977,49,24/12/2022,8,Northern Ireland,0,0,0
4978,50,25/12/2022,8,Northern Ireland,0,0,0
4979,51,26/12/2022,8,Northern Ireland,0,0,0
4980,52,27/12/2022,8,Northern Ireland,0,0,0
4981,53,28/12/2022,8,Northern Ireland,0,0,0
4982,54,29/12/2022,8,Northern Ireland,0,0,0
4983,55,30/12/2022,8,Northern Ireland,0,0,0
4984,56,31/12/2022,8,Northern Ireland,0,0,0
4985,1,06/11/2022,9,Northern Ireland,0,0,0
4986,2,07/11/2022,9,Northern Ireland,0,0,0
4987,3,08/11/2022,9,Northern Ireland,0,0,0
4988,4,09/11/2022,9,Northern Ireland,0,0,0
4989,5,10/11/2022,9,Northern Ireland,0,0,0
4990,6,11/11/2022,9,Northern Ireland,0,0,0
4991,7,12/11/2022,9,Northern Ireland,0,0,0
