X,study_day,visit_date,age_at_visit,region,prob,lower.CL,upper.CL
13704,40,18/12/2022,78,Yorkshire and The Humber,0,0,0
13705,41,19/12/2022,78,Yorkshire and The Humber,0,0,0
13706,42,20/12/2022,78,Yorkshire and The Humber,0,0,0
13707,43,21/12/2022,78,Yorkshire and The Humber,0,0,0
13708,44,22/12/2022,78,Yorkshire and The Humber,0,0,0
13709,45,23/12/2022,78,Yorkshire and The Humber,0,0,0
13710,46,24/12/2022,78,Yorkshire and The Humber,0,0,0
13711,47,25/12/2022,78,Yorkshire and The Humber,0,0,0
13712,48,26/12/2022,78,Yorkshire and The Humber,0,0,0
13713,49,27/12/2022,78,Yorkshire and The Humber,0,0,0
13714,50,28/12/2022,78,Yorkshire and The Humber,0,0,0
13715,51,29/12/2022,78,Yorkshire and The Humber,0,0,0
13716,52,30/12/2022,78,Yorkshire and The Humber,0,0,0
13717,53,31/12/2022,78,Yorkshire and The Humber,0,0,0
13718,54,01/01/2023,78,Yorkshire and The Humber,0,0,0
13719,55,02/01/2023,78,Yorkshire and The Humber,0,0,0
13720,56,03/01/2023,78,Yorkshire and The Humber,0,0,0
13721,1,09/11/2022,79,Yorkshire and The Humber,0,0,0
13722,2,10/11/2022,79,Yorkshire and The Humber,0,0,0
13723,3,11/11/2022,79,Yorkshire and The Humber,0,0,0
13724,4,12/11/2022,79,Yorkshire and The Humber,0,0,0
13725,5,13/11/2022,79,Yorkshire and The Humber,0,0,0
13726,6,14/11/2022,79,Yorkshire and The Humber,0,0,0
13727,7,15/11/2022,79,Yorkshire and The Humber,0,0,0
13728,8,16/11/2022,79,Yorkshire and The Humber,0,0,0
13729,9,17/11/2022,79,Yorkshire and The Humber,0,0,0
13730,10,18/11/2022,79,Yorkshire and The Humber,0,0,0
13731,11,19/11/2022,79,Yorkshire and The Humber,0,0,0
13732,12,20/11/2022,79,Yorkshire and The Humber,0,0,0
13733,13,21/11/2022,79,Yorkshire and The Humber,0,0,0
13734,14,22/11/2022,79,Yorkshire and The Humber,0,0,0
13735,15,23/11/2022,79,Yorkshire and The Humber,0,0,0
13736,16,24/11/2022,79,Yorkshire and The Humber,0,0,0
13737,17,25/11/2022,79,Yorkshire and The Humber,0,0,0
13738,18,26/11/2022,79,Yorkshire and The Humber,0,0,0
13739,19,27/11/2022,79,Yorkshire and The Humber,0,0,0
13740,20,28/11/2022,79,Yorkshire and The Humber,0,0,0
13741,21,29/11/2022,79,Yorkshire and The Humber,0,0,0
13742,22,30/11/2022,79,Yorkshire and The Humber,0,0,0
13743,23,01/12/2022,79,Yorkshire and The Humber,0,0,0
13744,24,02/12/2022,79,Yorkshire and The Humber,0,0,0
13745,25,03/12/2022,79,Yorkshire and The Humber,0,0,0
13746,26,04/12/2022,79,Yorkshire and The Humber,0,0,0
13747,27,05/12/2022,79,Yorkshire and The Humber,0,0,0
13748,28,06/12/2022,79,Yorkshire and The Humber,0,0,0
13749,29,07/12/2022,79,Yorkshire and The Humber,0,0,0
13750,30,08/12/2022,79,Yorkshire and The Humber,0,0,0
13751,31,09/12/2022,79,Yorkshire and The Humber,0,0,0
13752,32,10/12/2022,79,Yorkshire and The Humber,0,0,0
13753,33,11/12/2022,79,Yorkshire and The Humber,0,0,0
13754,34,12/12/2022,79,Yorkshire and The Humber,0,0,0
13755,35,13/12/2022,79,Yorkshire and The Humber,0,0,0
13756,36,14/12/2022,79,Yorkshire and The Humber,0,0,0
13757,37,15/12/2022,79,Yorkshire and The Humber,0,0,0
13758,38,16/12/2022,79,Yorkshire and The Humber,0,0,0
13759,39,17/12/2022,79,Yorkshire and The Humber,0,0,0
13760,40,18/12/2022,79,Yorkshire and The Humber,0,0,0
13761,41,19/12/2022,79,Yorkshire and The Humber,0,0,0
13762,42,20/12/2022,79,Yorkshire and The Humber,0,0,0
13763,43,21/12/2022,79,Yorkshire and The Humber,0,0,0
13764,44,22/12/2022,79,Yorkshire and The Humber,0,0,0
13765,45,23/12/2022,79,Yorkshire and The Humber,0,0,0
13766,46,24/12/2022,79,Yorkshire and The Humber,0,0,0
13767,47,25/12/2022,79,Yorkshire and The Humber,0,0,0
13768,48,26/12/2022,79,Yorkshire and The Humber,0,0,0
13769,49,27/12/2022,79,Yorkshire and The Humber,0,0,0
13770,50,28/12/2022,79,Yorkshire and The Humber,0,0,0
13771,51,29/12/2022,79,Yorkshire and The Humber,0,0,0
13772,52,30/12/2022,79,Yorkshire and The Humber,0,0,0
13773,53,31/12/2022,79,Yorkshire and The Humber,0,0,0
13774,54,01/01/2023,79,Yorkshire and The Humber,0,0,0
13775,55,02/01/2023,79,Yorkshire and The Humber,0,0,0
13776,56,03/01/2023,79,Yorkshire and The Humber,0,0,0
13777,1,09/11/2022,80,Yorkshire and The Humber,0,0,0
13778,2,10/11/2022,80,Yorkshire and The Humber,0,0,0
13779,3,11/11/2022,80,Yorkshire and The Humber,0,0,0
13780,4,12/11/2022,80,Yorkshire and The Humber,0,0,0
13781,5,13/11/2022,80,Yorkshire and The Humber,0,0,0
13782,6,14/11/2022,80,Yorkshire and The Humber,0,0,0
13783,7,15/11/2022,80,Yorkshire and The Humber,0,0,0
13784,8,16/11/2022,80,Yorkshire and The Humber,0,0,0
13785,9,17/11/2022,80,Yorkshire and The Humber,0,0,0
13786,10,18/11/2022,80,Yorkshire and The Humber,0,0,0
13787,11,19/11/2022,80,Yorkshire and The Humber,0,0,0
13788,12,20/11/2022,80,Yorkshire and The Humber,0,0,0
13789,13,21/11/2022,80,Yorkshire and The Humber,0,0,0
13790,14,22/11/2022,80,Yorkshire and The Humber,0,0,0
13791,15,23/11/2022,80,Yorkshire and The Humber,0,0,0
13792,16,24/11/2022,80,Yorkshire and The Humber,0,0,0
13793,17,25/11/2022,80,Yorkshire and The Humber,0,0,0
13794,18,26/11/2022,80,Yorkshire and The Humber,0,0,0
13795,19,27/11/2022,80,Yorkshire and The Humber,0,0,0
13796,20,28/11/2022,80,Yorkshire and The Humber,0,0,0
13797,21,29/11/2022,80,Yorkshire and The Humber,0,0,0
13798,22,30/11/2022,80,Yorkshire and The Humber,0,0,0
13799,23,01/12/2022,80,Yorkshire and The Humber,0,0,0
13800,24,02/12/2022,80,Yorkshire and The Humber,0,0,0
13801,25,03/12/2022,80,Yorkshire and The Humber,0,0,0
13802,26,04/12/2022,80,Yorkshire and The Humber,0,0,0
13803,27,05/12/2022,80,Yorkshire and The Humber,0,0,0
13804,28,06/12/2022,80,Yorkshire and The Humber,0,0,0
13805,29,07/12/2022,80,Yorkshire and The Humber,0,0,0
13806,30,08/12/2022,80,Yorkshire and The Humber,0,0,0
13807,31,09/12/2022,80,Yorkshire and The Humber,0,0,0
13808,32,10/12/2022,80,Yorkshire and The Humber,0,0,0
13809,33,11/12/2022,80,Yorkshire and The Humber,0,0,0
13810,34,12/12/2022,80,Yorkshire and The Humber,0,0,0
13811,35,13/12/2022,80,Yorkshire and The Humber,0,0,0
13812,36,14/12/2022,80,Yorkshire and The Humber,0,0,0
13813,37,15/12/2022,80,Yorkshire and The Humber,0,0,0
13814,38,16/12/2022,80,Yorkshire and The Humber,0,0,0
13815,39,17/12/2022,80,Yorkshire and The Humber,0,0,0
13816,40,18/12/2022,80,Yorkshire and The Humber,0,0,0
13817,41,19/12/2022,80,Yorkshire and The Humber,0,0,0
13818,42,20/12/2022,80,Yorkshire and The Humber,0,0,0
13819,43,21/12/2022,80,Yorkshire and The Humber,0,0,0
13820,44,22/12/2022,80,Yorkshire and The Humber,0,0,0
13821,45,23/12/2022,80,Yorkshire and The Humber,0,0,0
13822,46,24/12/2022,80,Yorkshire and The Humber,0,0,0
13823,47,25/12/2022,80,Yorkshire and The Humber,0,0,0
13824,48,26/12/2022,80,Yorkshire and The Humber,0,0,0
13825,49,27/12/2022,80,Yorkshire and The Humber,0,0,0
13826,50,28/12/2022,80,Yorkshire and The Humber,0,0,0
13827,51,29/12/2022,80,Yorkshire and The Humber,0,0,0
13828,52,30/12/2022,80,Yorkshire and The Humber,0,0,0
13829,53,31/12/2022,80,Yorkshire and The Humber,0,0,0
13830,54,01/01/2023,80,Yorkshire and The Humber,0,0,0
13831,55,02/01/2023,80,Yorkshire and The Humber,0,0,0
13832,56,03/01/2023,80,Yorkshire and The Humber,0,0,0
13833,1,09/11/2022,81,Yorkshire and The Humber,0,0,0
13834,2,10/11/2022,81,Yorkshire and The Humber,0,0,0
13835,3,11/11/2022,81,Yorkshire and The Humber,0,0,0
13836,4,12/11/2022,81,Yorkshire and The Humber,0,0,0
13837,5,13/11/2022,81,Yorkshire and The Humber,0,0,0
13838,6,14/11/2022,81,Yorkshire and The Humber,0,0,0
13839,7,15/11/2022,81,Yorkshire and The Humber,0,0,0
13840,8,16/11/2022,81,Yorkshire and The Humber,0,0,0
13841,9,17/11/2022,81,Yorkshire and The Humber,0,0,0
13842,10,18/11/2022,81,Yorkshire and The Humber,0,0,0
13843,11,19/11/2022,81,Yorkshire and The Humber,0,0,0
13844,12,20/11/2022,81,Yorkshire and The Humber,0,0,0
13845,13,21/11/2022,81,Yorkshire and The Humber,0,0,0
13846,14,22/11/2022,81,Yorkshire and The Humber,0,0,0
13847,15,23/11/2022,81,Yorkshire and The Humber,0,0,0
13848,16,24/11/2022,81,Yorkshire and The Humber,0,0,0
13849,17,25/11/2022,81,Yorkshire and The Humber,0,0,0
13850,18,26/11/2022,81,Yorkshire and The Humber,0,0,0
13851,19,27/11/2022,81,Yorkshire and The Humber,0,0,0
13852,20,28/11/2022,81,Yorkshire and The Humber,0,0,0
13853,21,29/11/2022,81,Yorkshire and The Humber,0,0,0
13854,22,30/11/2022,81,Yorkshire and The Humber,0,0,0
13855,23,01/12/2022,81,Yorkshire and The Humber,0,0,0
13856,24,02/12/2022,81,Yorkshire and The Humber,0,0,0
13857,25,03/12/2022,81,Yorkshire and The Humber,0,0,0
13858,26,04/12/2022,81,Yorkshire and The Humber,0,0,0
13859,27,05/12/2022,81,Yorkshire and The Humber,0,0,0
13860,28,06/12/2022,81,Yorkshire and The Humber,0,0,0
13861,29,07/12/2022,81,Yorkshire and The Humber,0,0,0
13862,30,08/12/2022,81,Yorkshire and The Humber,0,0,0
13863,31,09/12/2022,81,Yorkshire and The Humber,0,0,0
13864,32,10/12/2022,81,Yorkshire and The Humber,0,0,0
13865,33,11/12/2022,81,Yorkshire and The Humber,0,0,0
13866,34,12/12/2022,81,Yorkshire and The Humber,0,0,0
13867,35,13/12/2022,81,Yorkshire and The Humber,0,0,0
13868,36,14/12/2022,81,Yorkshire and The Humber,0,0,0
13869,37,15/12/2022,81,Yorkshire and The Humber,0,0,0
13870,38,16/12/2022,81,Yorkshire and The Humber,0,0,0
13871,39,17/12/2022,81,Yorkshire and The Humber,0,0,0
13872,40,18/12/2022,81,Yorkshire and The Humber,0,0,0
13873,41,19/12/2022,81,Yorkshire and The Humber,0,0,0
13874,42,20/12/2022,81,Yorkshire and The Humber,0,0,0
13875,43,21/12/2022,81,Yorkshire and The Humber,0,0,0
13876,44,22/12/2022,81,Yorkshire and The Humber,0,0,0
13877,45,23/12/2022,81,Yorkshire and The Humber,0,0,0
13878,46,24/12/2022,81,Yorkshire and The Humber,0,0,0
13879,47,25/12/2022,81,Yorkshire and The Humber,0,0,0
13880,48,26/12/2022,81,Yorkshire and The Humber,0,0,0
13881,49,27/12/2022,81,Yorkshire and The Humber,0,0,0
13882,50,28/12/2022,81,Yorkshire and The Humber,0,0,0
13883,51,29/12/2022,81,Yorkshire and The Humber,0,0,0
13884,52,30/12/2022,81,Yorkshire and The Humber,0,0,0
13885,53,31/12/2022,81,Yorkshire and The Humber,0,0,0
13886,54,01/01/2023,81,Yorkshire and The Humber,0,0,0
13887,55,02/01/2023,81,Yorkshire and The Humber,0,0,0
13888,56,03/01/2023,81,Yorkshire and The Humber,0,0,0
13889,1,09/11/2022,82,Yorkshire and The Humber,0,0,0
13890,2,10/11/2022,82,Yorkshire and The Humber,0,0,0
13891,3,11/11/2022,82,Yorkshire and The Humber,0,0,0
13892,4,12/11/2022,82,Yorkshire and The Humber,0,0,0
13893,5,13/11/2022,82,Yorkshire and The Humber,0,0,0
13894,6,14/11/2022,82,Yorkshire and The Humber,0,0,0
13895,7,15/11/2022,82,Yorkshire and The Humber,0,0,0
13896,8,16/11/2022,82,Yorkshire and The Humber,0,0,0
13897,9,17/11/2022,82,Yorkshire and The Humber,0,0,0
13898,10,18/11/2022,82,Yorkshire and The Humber,0,0,0
13899,11,19/11/2022,82,Yorkshire and The Humber,0,0,0
13900,12,20/11/2022,82,Yorkshire and The Humber,0,0,0
13901,13,21/11/2022,82,Yorkshire and The Humber,0,0,0
13902,14,22/11/2022,82,Yorkshire and The Humber,0,0,0
13903,15,23/11/2022,82,Yorkshire and The Humber,0,0,0
13904,16,24/11/2022,82,Yorkshire and The Humber,0,0,0
13905,17,25/11/2022,82,Yorkshire and The Humber,0,0,0
13906,18,26/11/2022,82,Yorkshire and The Humber,0,0,0
13907,19,27/11/2022,82,Yorkshire and The Humber,0,0,0
13908,20,28/11/2022,82,Yorkshire and The Humber,0,0,0
13909,21,29/11/2022,82,Yorkshire and The Humber,0,0,0
13910,22,30/11/2022,82,Yorkshire and The Humber,0,0,0
13911,23,01/12/2022,82,Yorkshire and The Humber,0,0,0
13912,24,02/12/2022,82,Yorkshire and The Humber,0,0,0
13913,25,03/12/2022,82,Yorkshire and The Humber,0,0,0
13914,26,04/12/2022,82,Yorkshire and The Humber,0,0,0
13915,27,05/12/2022,82,Yorkshire and The Humber,0,0,0
13916,28,06/12/2022,82,Yorkshire and The Humber,0,0,0
13917,29,07/12/2022,82,Yorkshire and The Humber,0,0,0
13918,30,08/12/2022,82,Yorkshire and The Humber,0,0,0
13919,31,09/12/2022,82,Yorkshire and The Humber,0,0,0
13920,32,10/12/2022,82,Yorkshire and The Humber,0,0,0
13921,33,11/12/2022,82,Yorkshire and The Humber,0,0,0
13922,34,12/12/2022,82,Yorkshire and The Humber,0,0,0
13923,35,13/12/2022,82,Yorkshire and The Humber,0,0,0
13924,36,14/12/2022,82,Yorkshire and The Humber,0,0,0
13925,37,15/12/2022,82,Yorkshire and The Humber,0,0,0
13926,38,16/12/2022,82,Yorkshire and The Humber,0,0,0
13927,39,17/12/2022,82,Yorkshire and The Humber,0,0,0
13928,40,18/12/2022,82,Yorkshire and The Humber,0,0,0
13929,41,19/12/2022,82,Yorkshire and The Humber,0,0,0
13930,42,20/12/2022,82,Yorkshire and The Humber,0,0,0
13931,43,21/12/2022,82,Yorkshire and The Humber,0,0,0
13932,44,22/12/2022,82,Yorkshire and The Humber,0,0,0
13933,45,23/12/2022,82,Yorkshire and The Humber,0,0,0
13934,46,24/12/2022,82,Yorkshire and The Humber,0,0,0
13935,47,25/12/2022,82,Yorkshire and The Humber,0,0,0
13936,48,26/12/2022,82,Yorkshire and The Humber,0,0,0
13937,49,27/12/2022,82,Yorkshire and The Humber,0,0,0
13938,50,28/12/2022,82,Yorkshire and The Humber,0,0,0
13939,51,29/12/2022,82,Yorkshire and The Humber,0,0,0
13940,52,30/12/2022,82,Yorkshire and The Humber,0,0,0
13941,53,31/12/2022,82,Yorkshire and The Humber,0,0,0
13942,54,01/01/2023,82,Yorkshire and The Humber,0,0,0
13943,55,02/01/2023,82,Yorkshire and The Humber,0,0,0
13944,56,03/01/2023,82,Yorkshire and The Humber,0,0,0
13945,1,09/11/2022,83,Yorkshire and The Humber,0,0,0
13946,2,10/11/2022,83,Yorkshire and The Humber,0,0,0
13947,3,11/11/2022,83,Yorkshire and The Humber,0,0,0
13948,4,12/11/2022,83,Yorkshire and The Humber,0,0,0
13949,5,13/11/2022,83,Yorkshire and The Humber,0,0,0
13950,6,14/11/2022,83,Yorkshire and The Humber,0,0,0
13951,7,15/11/2022,83,Yorkshire and The Humber,0,0,0
13952,8,16/11/2022,83,Yorkshire and The Humber,0,0,0
13953,9,17/11/2022,83,Yorkshire and The Humber,0,0,0
13954,10,18/11/2022,83,Yorkshire and The Humber,0,0,0
13955,11,19/11/2022,83,Yorkshire and The Humber,0,0,0
13956,12,20/11/2022,83,Yorkshire and The Humber,0,0,0
13957,13,21/11/2022,83,Yorkshire and The Humber,0,0,0
13958,14,22/11/2022,83,Yorkshire and The Humber,0,0,0
13959,15,23/11/2022,83,Yorkshire and The Humber,0,0,0
13960,16,24/11/2022,83,Yorkshire and The Humber,0,0,0
13961,17,25/11/2022,83,Yorkshire and The Humber,0,0,0
13962,18,26/11/2022,83,Yorkshire and The Humber,0,0,0
13963,19,27/11/2022,83,Yorkshire and The Humber,0,0,0
13964,20,28/11/2022,83,Yorkshire and The Humber,0,0,0
13965,21,29/11/2022,83,Yorkshire and The Humber,0,0,0
13966,22,30/11/2022,83,Yorkshire and The Humber,0,0,0
13967,23,01/12/2022,83,Yorkshire and The Humber,0,0,0
13968,24,02/12/2022,83,Yorkshire and The Humber,0,0,0
13969,25,03/12/2022,83,Yorkshire and The Humber,0,0,0
13970,26,04/12/2022,83,Yorkshire and The Humber,0,0,0
13971,27,05/12/2022,83,Yorkshire and The Humber,0,0,0
13972,28,06/12/2022,83,Yorkshire and The Humber,0,0,0
13973,29,07/12/2022,83,Yorkshire and The Humber,0,0,0
13974,30,08/12/2022,83,Yorkshire and The Humber,0,0,0
13975,31,09/12/2022,83,Yorkshire and The Humber,0,0,0
13976,32,10/12/2022,83,Yorkshire and The Humber,0,0,0
13977,33,11/12/2022,83,Yorkshire and The Humber,0,0,0
13978,34,12/12/2022,83,Yorkshire and The Humber,0,0,0
13979,35,13/12/2022,83,Yorkshire and The Humber,0,0,0
13980,36,14/12/2022,83,Yorkshire and The Humber,0,0,0
13981,37,15/12/2022,83,Yorkshire and The Humber,0,0,0
13982,38,16/12/2022,83,Yorkshire and The Humber,0,0,0
13983,39,17/12/2022,83,Yorkshire and The Humber,0,0,0
13984,40,18/12/2022,83,Yorkshire and The Humber,0,0,0
13985,41,19/12/2022,83,Yorkshire and The Humber,0,0,0
13986,42,20/12/2022,83,Yorkshire and The Humber,0,0,0
13987,43,21/12/2022,83,Yorkshire and The Humber,0,0,0
13988,44,22/12/2022,83,Yorkshire and The Humber,0,0,0
13989,45,23/12/2022,83,Yorkshire and The Humber,0,0,0
13990,46,24/12/2022,83,Yorkshire and The Humber,0,0,0
13991,47,25/12/2022,83,Yorkshire and The Humber,0,0,0
13992,48,26/12/2022,83,Yorkshire and The Humber,0,0,0
13993,49,27/12/2022,83,Yorkshire and The Humber,0,0,0
13994,50,28/12/2022,83,Yorkshire and The Humber,0,0,0
13995,51,29/12/2022,83,Yorkshire and The Humber,0,0,0
13996,52,30/12/2022,83,Yorkshire and The Humber,0,0,0
13997,53,31/12/2022,83,Yorkshire and The Humber,0,0,0
13998,54,01/01/2023,83,Yorkshire and The Humber,0,0,0
13999,55,02/01/2023,83,Yorkshire and The Humber,0,0,0
14000,56,03/01/2023,83,Yorkshire and The Humber,0,0,0
14001,1,09/11/2022,84,Yorkshire and The Humber,0,0,0
14002,2,10/11/2022,84,Yorkshire and The Humber,0,0,0
14003,3,11/11/2022,84,Yorkshire and The Humber,0,0,0
14004,4,12/11/2022,84,Yorkshire and The Humber,0,0,0
14005,5,13/11/2022,84,Yorkshire and The Humber,0,0,0
14006,6,14/11/2022,84,Yorkshire and The Humber,0,0,0
14007,7,15/11/2022,84,Yorkshire and The Humber,0,0,0
14008,8,16/11/2022,84,Yorkshire and The Humber,0,0,0
14009,9,17/11/2022,84,Yorkshire and The Humber,0,0,0
14010,10,18/11/2022,84,Yorkshire and The Humber,0,0,0
14011,11,19/11/2022,84,Yorkshire and The Humber,0,0,0
14012,12,20/11/2022,84,Yorkshire and The Humber,0,0,0
14013,13,21/11/2022,84,Yorkshire and The Humber,0,0,0
14014,14,22/11/2022,84,Yorkshire and The Humber,0,0,0
14015,15,23/11/2022,84,Yorkshire and The Humber,0,0,0
14016,16,24/11/2022,84,Yorkshire and The Humber,0,0,0
14017,17,25/11/2022,84,Yorkshire and The Humber,0,0,0
14018,18,26/11/2022,84,Yorkshire and The Humber,0,0,0
14019,19,27/11/2022,84,Yorkshire and The Humber,0,0,0
14020,20,28/11/2022,84,Yorkshire and The Humber,0,0,0
14021,21,29/11/2022,84,Yorkshire and The Humber,0,0,0
14022,22,30/11/2022,84,Yorkshire and The Humber,0,0,0
14023,23,01/12/2022,84,Yorkshire and The Humber,0,0,0
14024,24,02/12/2022,84,Yorkshire and The Humber,0,0,0
14025,25,03/12/2022,84,Yorkshire and The Humber,0,0,0
14026,26,04/12/2022,84,Yorkshire and The Humber,0,0,0
14027,27,05/12/2022,84,Yorkshire and The Humber,0,0,0
14028,28,06/12/2022,84,Yorkshire and The Humber,0,0,0
14029,29,07/12/2022,84,Yorkshire and The Humber,0,0,0
14030,30,08/12/2022,84,Yorkshire and The Humber,0,0,0
14031,31,09/12/2022,84,Yorkshire and The Humber,0,0,0
14032,32,10/12/2022,84,Yorkshire and The Humber,0,0,0
14033,33,11/12/2022,84,Yorkshire and The Humber,0,0,0
14034,34,12/12/2022,84,Yorkshire and The Humber,0,0,0
14035,35,13/12/2022,84,Yorkshire and The Humber,0,0,0
14036,36,14/12/2022,84,Yorkshire and The Humber,0,0,0
14037,37,15/12/2022,84,Yorkshire and The Humber,0,0,0
14038,38,16/12/2022,84,Yorkshire and The Humber,0,0,0
14039,39,17/12/2022,84,Yorkshire and The Humber,0,0,0
14040,40,18/12/2022,84,Yorkshire and The Humber,0,0,0
14041,41,19/12/2022,84,Yorkshire and The Humber,0,0,0
14042,42,20/12/2022,84,Yorkshire and The Humber,0,0,0
14043,43,21/12/2022,84,Yorkshire and The Humber,0,0,0
14044,44,22/12/2022,84,Yorkshire and The Humber,0,0,0
14045,45,23/12/2022,84,Yorkshire and The Humber,0,0,0
14046,46,24/12/2022,84,Yorkshire and The Humber,0,0,0
14047,47,25/12/2022,84,Yorkshire and The Humber,0,0,0
14048,48,26/12/2022,84,Yorkshire and The Humber,0,0,0
14049,49,27/12/2022,84,Yorkshire and The Humber,0,0,0
14050,50,28/12/2022,84,Yorkshire and The Humber,0,0,0
14051,51,29/12/2022,84,Yorkshire and The Humber,0,0,0
14052,52,30/12/2022,84,Yorkshire and The Humber,0,0,0
14053,53,31/12/2022,84,Yorkshire and The Humber,0,0,0
14054,54,01/01/2023,84,Yorkshire and The Humber,0,0,0
14055,55,02/01/2023,84,Yorkshire and The Humber,0,0,0
14056,56,03/01/2023,84,Yorkshire and The Humber,0,0,0
14057,1,09/11/2022,85,Yorkshire and The Humber,0,0,0
14058,2,10/11/2022,85,Yorkshire and The Humber,0,0,0
14059,3,11/11/2022,85,Yorkshire and The Humber,0,0,0
14060,4,12/11/2022,85,Yorkshire and The Humber,0,0,0
14061,5,13/11/2022,85,Yorkshire and The Humber,0,0,0
14062,6,14/11/2022,85,Yorkshire and The Humber,0,0,0
14063,7,15/11/2022,85,Yorkshire and The Humber,0,0,0
14064,8,16/11/2022,85,Yorkshire and The Humber,0,0,0
14065,9,17/11/2022,85,Yorkshire and The Humber,0,0,0
14066,10,18/11/2022,85,Yorkshire and The Humber,0,0,0
14067,11,19/11/2022,85,Yorkshire and The Humber,0,0,0
14068,12,20/11/2022,85,Yorkshire and The Humber,0,0,0
14069,13,21/11/2022,85,Yorkshire and The Humber,0,0,0
14070,14,22/11/2022,85,Yorkshire and The Humber,0,0,0
14071,15,23/11/2022,85,Yorkshire and The Humber,0,0,0
14072,16,24/11/2022,85,Yorkshire and The Humber,0,0,0
14073,17,25/11/2022,85,Yorkshire and The Humber,0,0,0
14074,18,26/11/2022,85,Yorkshire and The Humber,0,0,0
14075,19,27/11/2022,85,Yorkshire and The Humber,0,0,0
14076,20,28/11/2022,85,Yorkshire and The Humber,0,0,0
14077,21,29/11/2022,85,Yorkshire and The Humber,0,0,0
14078,22,30/11/2022,85,Yorkshire and The Humber,0,0,0
14079,23,01/12/2022,85,Yorkshire and The Humber,0,0,0
14080,24,02/12/2022,85,Yorkshire and The Humber,0,0,0
14081,25,03/12/2022,85,Yorkshire and The Humber,0,0,0
14082,26,04/12/2022,85,Yorkshire and The Humber,0,0,0
14083,27,05/12/2022,85,Yorkshire and The Humber,0,0,0
14084,28,06/12/2022,85,Yorkshire and The Humber,0,0,0
14085,29,07/12/2022,85,Yorkshire and The Humber,0,0,0
14086,30,08/12/2022,85,Yorkshire and The Humber,0,0,0
14087,31,09/12/2022,85,Yorkshire and The Humber,0,0,0
14088,32,10/12/2022,85,Yorkshire and The Humber,0,0,0
14089,33,11/12/2022,85,Yorkshire and The Humber,0,0,0
14090,34,12/12/2022,85,Yorkshire and The Humber,0,0,0
14091,35,13/12/2022,85,Yorkshire and The Humber,0,0,0
14092,36,14/12/2022,85,Yorkshire and The Humber,0,0,0
14093,37,15/12/2022,85,Yorkshire and The Humber,0,0,0
14094,38,16/12/2022,85,Yorkshire and The Humber,0,0,0
14095,39,17/12/2022,85,Yorkshire and The Humber,0,0,0
14096,40,18/12/2022,85,Yorkshire and The Humber,0,0,0
14097,41,19/12/2022,85,Yorkshire and The Humber,0,0,0
14098,42,20/12/2022,85,Yorkshire and The Humber,0,0,0
14099,43,21/12/2022,85,Yorkshire and The Humber,0,0,0
14100,44,22/12/2022,85,Yorkshire and The Humber,0,0,0
14101,45,23/12/2022,85,Yorkshire and The Humber,0,0,0
14102,46,24/12/2022,85,Yorkshire and The Humber,0,0,0
14103,47,25/12/2022,85,Yorkshire and The Humber,0,0,0
14104,48,26/12/2022,85,Yorkshire and The Humber,0,0,0
14105,49,27/12/2022,85,Yorkshire and The Humber,0,0,0
14106,50,28/12/2022,85,Yorkshire and The Humber,0,0,0
14107,51,29/12/2022,85,Yorkshire and The Humber,0,0,0
14108,52,30/12/2022,85,Yorkshire and The Humber,0,0,0
14109,53,31/12/2022,85,Yorkshire and The Humber,0,0,0
14110,54,01/01/2023,85,Yorkshire and The Humber,0,0,0
14111,55,02/01/2023,85,Yorkshire and The Humber,0,0,0
14112,56,03/01/2023,85,Yorkshire and The Humber,0,0,0
14113,1,09/11/2022,2,East Midlands,0,0,0
14114,2,10/11/2022,2,East Midlands,0,0,0
14115,3,11/11/2022,2,East Midlands,0,0,0
14116,4,12/11/2022,2,East Midlands,0,0,0
14117,5,13/11/2022,2,East Midlands,0,0,0
14118,6,14/11/2022,2,East Midlands,0,0,0
14119,7,15/11/2022,2,East Midlands,0,0,0
14120,8,16/11/2022,2,East Midlands,0,0,0
14121,9,17/11/2022,2,East Midlands,0,0,0
14122,10,18/11/2022,2,East Midlands,0,0,0
14123,11,19/11/2022,2,East Midlands,0,0,0
14124,12,20/11/2022,2,East Midlands,0,0,0
14125,13,21/11/2022,2,East Midlands,0,0,0
14126,14,22/11/2022,2,East Midlands,0,0,0
14127,15,23/11/2022,2,East Midlands,0,0,0
14128,16,24/11/2022,2,East Midlands,0,0,0
14129,17,25/11/2022,2,East Midlands,0,0,0
14130,18,26/11/2022,2,East Midlands,0,0,0
14131,19,27/11/2022,2,East Midlands,0,0,0
14132,20,28/11/2022,2,East Midlands,0,0,0
14133,21,29/11/2022,2,East Midlands,0,0,0
14134,22,30/11/2022,2,East Midlands,0,0,0
14135,23,01/12/2022,2,East Midlands,0,0,0
14136,24,02/12/2022,2,East Midlands,0,0,0
14137,25,03/12/2022,2,East Midlands,0,0,0
14138,26,04/12/2022,2,East Midlands,0,0,0
14139,27,05/12/2022,2,East Midlands,0,0,0
14140,28,06/12/2022,2,East Midlands,0,0,0
14141,29,07/12/2022,2,East Midlands,0,0,0
14142,30,08/12/2022,2,East Midlands,0,0,0
14143,31,09/12/2022,2,East Midlands,0,0,0
14144,32,10/12/2022,2,East Midlands,0,0,0
14145,33,11/12/2022,2,East Midlands,0,0,0
